,RE,Hour,X_start,Y_start,X_end,Y_end
1494,203.3328825416156,10,46.4751044,30.709405,46.4748414,30.7113454
1495,194.40626622270483,17,46.4719699,30.7277349,46.467909,30.7272721
1496,243.2036657682542,8,46.4811924,30.7384494,33.0680062,117.3221075
1497,224.76587525884992,17,46.4684401,30.7396111,46.4683432,30.7408402
1498,284.49931560770415,13,46.4841116,30.7261451,46.4769382,30.7261811
1499,403.7271340161792,20,46.4378561,30.7455816,-18.4943541,-49.0249221
1500,617.5051677677048,20,46.4301349,30.7284229,46.4340303,30.7245577
1501,261.77624736411343,6,46.4378561,30.7455816,46.1749007,10.3650973
1502,361.237299093139,17,46.4684401,30.7396111,46.4683432,30.7408402
1503,478.2348321275759,11,46.4241696,30.7040852,46.4011509,30.7064502
1504,315.3850691159642,14,46.4767103,30.7398734,47.5600694,-3.1359312
1505,505.25546994895456,9,46.4680134,30.74168,46.4244327,30.7243469
1506,192.42641984102406,11,46.4648434,30.7065873,46.4709162,30.7224553
1507,267.2482951226337,16,46.5006989,30.7226115,33.1015094,117.3217642
1508,416.7137565060969,8,46.4712319,30.7390156,46.47553,30.739691
1509,351.3552865405293,8,46.4641297,30.7504302,-9.2773746,-75.9079139
1510,517.7040471900282,9,46.481606,30.7322459,46.4817269,30.7307147
1511,686.7977958971346,20,46.4732562,30.7311014,46.4744702,30.7154062
1512,197.5348560892106,20,46.4697579,30.7367331,41.6437445,-85.275418
1513,94.9095726092755,9,46.4064363,30.7214266,46.4062529,30.7203589
1514,413.8621431123687,15,46.4741164,30.7394724,46.4838227,30.7409577
1515,567.4036442296579,23,46.578019,30.8090543,,
1516,402.62647851840626,10,46.4726652,30.7392481,46.47553,30.739691
1517,459.80141712331454,8,46.4768679,30.7377955,47.5600694,-3.1359312
1518,188.53460690898353,23,46.4737877,30.7241671,46.4759142,30.724419
1519,172.4239332305571,21,46.4268553,30.7253537,46.4623869,30.7274843
1520,292.6923704448546,7,46.4415076,30.7060714,46.1749163,10.365401
1521,430.0221654647673,9,46.5773501,30.7968041,23.7441109,89.3543785
1522,348.5046998217258,22,46.4768679,30.7377955,46.47553,30.739691
1523,304.8163359253213,9,46.4696046,30.7385158,-18.477523,-49.0157765
1524,488.55860878454865,17,46.4002626,30.7324964,46.4002626,30.7324964
1525,261.72136084115346,10,46.4684401,30.7396111,41.7554287,-72.7308705
1526,310.3436005858994,19,46.4972256,30.7213613,43.3021935,-0.3598079
1527,747.1186218635936,14,46.4709404,30.7427251,46.1757282,10.3633129
1528,489.67510223823564,0,46.452191,30.7506356,-9.2767942,-75.9091336
1529,307.47209387314945,17,46.4726652,30.7392481,46.4760172,30.7349424
1530,719.5726809078701,17,46.4183977,30.7333802,46.4321718,30.7608926
1531,200.12847828487097,4,46.3940184,30.7159332,46.3841407,30.7151183
1532,339.92061635522583,18,46.4732562,30.7311014,,
1533,700.4967244360536,19,46.4742068,30.7187873,46.4756433,30.722613
1534,279.0431346870324,17,46.4870808,30.7250993,46.4817269,30.7307147
1535,371.2917912008291,7,46.4404816,30.7565413,39.910006,-86.1879404
1536,263.5561574019565,6,46.4870808,30.7250993,46.4868725,30.7247539
1537,521.3466781396263,13,46.490636,30.6950253,46.493844,30.7023653
1538,73.49814187665567,18,46.4361815,30.7414853,46.4371259,30.7314841
1539,265.04302025016506,8,46.4725074,30.7413197,46.1757282,10.3633129
1540,185.5860021957416,17,46.4725074,30.7413197,46.4754809,30.7417755
1541,523.0812151174,13,46.4165601,30.7132232,47.5700702,-3.1247735
1542,558.1127167215476,19,46.4697579,30.7367331,41.6437445,-85.275418
1543,630.8621071195589,22,46.4719491,30.7491142,46.4819988,30.7478938
1544,364.2240144399301,7,46.4689781,30.7281994,46.467909,30.7272721
1545,302.88458131711155,6,46.481606,30.7322459,46.4817269,30.7307147
1546,634.6804167086957,13,46.3991894,30.723149,47.5714554,-3.1264311
1547,204.4537638003707,12,46.4064363,30.7214266,46.4066631,30.7232416
1548,551.1988134562416,12,46.4835752,30.7240101,46.481372,30.7214427
1549,289.74499889041243,5,46.4725074,30.7413197,46.1757135,10.3631027
1550,180.06985331228896,18,46.4076354,30.7298697,46.4244327,30.7243469
1551,439.345709829958,0,46.5773501,30.7968041,46.5659732,30.829454
1552,512.227389500188,7,46.4377262,30.7459145,46.4287416,30.7511322
1553,318.6713014400619,18,46.4604983,30.7561404,46.4570529,30.75915
1554,374.6585425210486,14,46.4870066,30.7329909,46.4850581,30.7467613
1555,292.5349523661793,15,46.4870066,30.7329909,46.4759938,30.7116276
1556,464.49509117206594,5,46.4363074,30.7464307,-18.4943541,-49.0249221
1557,229.3435189366775,15,46.4718364,30.7308988,50.8617044,5.1109055
1558,305.54577570185376,11,46.4585416,30.7294143,46.458315,30.7297201
1559,455.7794284123548,12,46.4183977,30.7333802,46.4063751,30.7212937
1560,642.2482042233787,7,46.3999134,30.7329743,46.4288374,30.7520741
1561,610.1072396279748,7,46.4685241,30.7382746,-18.493081,-49.023335
1562,176.00265184490266,21,46.4738077,30.7239064,46.4739896,30.7212203
1563,368.3815964973119,6,46.4452489,30.7425512,46.4271497,30.7513037
1564,128.99684210108018,5,46.4811924,30.7384494,46.4769382,30.7261811
1565,307.2202759352992,10,46.4361815,30.7414853,46.4386816,30.7498664
1566,783.7028394608528,18,46.4684401,30.7396111,-18.493081,-49.023335
1567,326.58983922625043,16,46.3999134,30.7329743,-18.477523,-49.0157765
1568,248.43623318287038,12,46.3962992,30.7074312,46.4011509,30.7064502
1569,259.17661285706754,10,46.4404816,30.7565413,46.4244327,30.7243469
1570,273.2478790183557,5,46.4272588,30.7522509,39.9099056,-86.1877405
1571,201.70640765629568,9,46.4718364,30.7308988,47.5726163,-3.1284743
1572,171.45846581038862,16,46.4839393,30.7409773,46.4825536,30.7407544
1573,203.51790798851354,18,46.4732562,30.7311014,46.4754504,30.7314026
1574,249.91549488791745,11,46.481606,30.7322459,33.0673948,117.3223436
1575,488.79016859336497,20,46.4718364,30.7308988,46.467909,30.7272721
1576,506.4267622369268,8,46.4696046,30.7385158,46.4650237,30.7414359
1577,357.15099249796776,18,46.4685241,30.7382746,46.4677793,30.7376958
1578,559.2694755695766,19,46.4748414,30.7113454,46.476254,30.7116919
1579,386.9752752037015,15,46.4684401,30.7396111,46.4683432,30.7408402
1580,159.0609621281512,21,46.4702214,30.7532757,,
1581,337.0756474430253,9,46.4684401,30.7396111,46.4683432,30.7408402
1582,129.58245431523588,8,46.4710755,30.741119,46.4754809,30.7417755
1583,234.23226146129687,15,46.4680134,30.74168,46.4386816,30.7498664
1584,252.36115611344076,18,46.4301349,30.7284229,46.4244327,30.7243469
1585,247.5160584432779,1,46.4726652,30.7392481,46.47553,30.739691
1586,332.6920276837712,16,46.4279783,30.6537972,46.4452077,30.693339
1587,174.67665309937993,8,46.4768679,30.7377955,46.4774059,30.7316695
1588,472.10913807645943,18,46.4712319,30.7390156,46.47553,30.739691
1589,526.7411205504187,11,46.4706574,30.7468872,46.4663222,30.7461169
1590,320.7642179219744,7,46.4723893,30.7117486,,
1591,135.98733489603347,2,46.4378561,30.7455816,46.4428542,30.7268465
1592,495.36796838801195,17,46.4720857,30.7471103,46.4751156,30.7475971
1593,457.1728826883398,23,46.4273982,30.7561876,39.9099023,-86.1877243
1594,712.481273637205,18,46.4811924,30.7384494,33.0673948,117.3223436
1595,286.2185668355781,16,46.4404816,30.7565413,-18.4943541,-49.0249221
1596,279.8286002084541,21,46.4870066,30.7329909,46.4851766,30.7467994
1597,646.8584718072296,10,46.3910337,30.7237895,46.3905981,30.7237057
1598,341.5251820923886,16,46.4545004,30.7441332,46.4546324,30.7441378
1599,191.0630138296975,7,46.4759731,30.7497263,46.4748208,30.749562
1600,472.01844367821946,11,46.3973766,30.7087219,47.5700702,-3.1247735
1601,176.95252997537773,20,46.4624727,30.7455146,-18.493081,-49.023335
1602,499.86106084339,7,46.4502445,30.7524782,46.4470942,30.7461674
1603,375.9729634690793,15,46.4242154,30.7050349,46.4063751,30.7212937
1604,510.2157218292307,18,46.481606,30.7322459,53.3418529,-6.2778148
1605,636.6044498456707,12,46.481606,30.7322459,46.4826514,30.7323864
1606,538.3461851243508,21,46.4706574,30.7468872,46.47553,30.739691
1607,251.94044210862592,6,46.4732562,30.7311014,46.4754504,30.7314026
1608,551.2589480064511,1,46.4293368,30.7128942,46.4291443,30.7125898
1609,352.60951223352447,16,46.4684401,30.7396111,46.4683432,30.7408402
1610,312.09085482268506,7,46.4712319,30.7390156,33.0673948,117.3223436
1611,264.40405766447583,16,46.4383883,30.7261676,47.5821138,-3.1347768
1612,147.78966889770385,9,46.4489792,30.7331369,46.4371259,30.7314841
1613,357.9738375843118,12,46.4684401,30.7396111,-18.493081,-49.023335
1614,201.36853386767234,16,46.4870066,30.7329909,46.4905334,30.7187428
1615,299.0283438788458,4,46.4810818,30.7405321,46.4825536,30.7407544
1616,492.85950589540084,7,46.4694581,30.7408978,39.910006,-86.1879404
1617,402.0745413929668,20,46.4870066,30.7329909,33.0673948,117.3223436
1618,207.93041625693667,19,46.4505116,30.7386392,46.4505308,30.7388645
1619,625.9777699569657,17,46.4796992,30.7382446,46.4794354,30.7424042
1620,374.7984625675468,10,46.4972256,30.7213613,43.2984432,-0.3582949
1621,367.9118494942476,7,46.481606,30.7322459,46.4808702,30.7434079
1622,601.7849767679407,20,46.4377262,30.7459145,-18.4943541,-49.0249221
1623,410.80997010520423,20,46.4697579,30.7367331,46.4712753,30.7369655
1624,454.5149828580424,9,46.4509638,30.6680537,46.4420251,30.6902366
1625,211.5067611107032,8,46.4680134,30.74168,46.4683432,30.7408402
1626,346.23925957308705,8,46.4363074,30.7464307,46.4345926,30.7411537
1627,208.03633322002975,20,46.4076354,30.7298697,50.8606757,5.1140201
1628,617.6292461663782,5,46.3875093,30.7139515,46.3836814,30.715331
1629,190.04230695481357,10,46.4732562,30.7311014,46.4704069,30.753321
1630,106.87786402262066,14,46.4213979,30.7108882,56.5719318,13.147164
1631,419.4265912903959,7,46.481606,30.7322459,33.0680062,117.3221075
1632,269.44342711278154,6,46.4370295,30.7543709,46.4350626,30.755838
1633,274.0933606905618,23,46.4924172,30.7139329,46.4868016,30.7226619
1634,512.5186592326196,22,46.481606,30.7322459,46.4890901,30.7248494
1635,358.93386139883137,5,46.5761781,30.8002363,46.5750135,30.8069232
1636,571.8261852521482,8,46.4684401,30.7396111,47.5599988,-3.1353535
1637,572.9350101161588,17,46.4545004,30.7441332,-18.4943541,-49.0249221
1638,556.5932609849464,11,46.4697579,30.7367331,46.4691299,30.7366286
1639,372.3954620285111,11,46.3999134,30.7329743,46.4162409,30.7209618
1640,295.3509859351616,3,46.4268553,30.7253537,-18.477523,-49.0157765
1641,231.48004369924269,7,46.4738077,30.7239064,46.4759142,30.724419
1642,451.95147305575057,3,46.4768679,30.7377955,46.4758447,30.7376465
1643,755.9000944109631,23,46.4623869,30.7274843,47.5821138,-3.1347768
1644,622.5867496910262,18,46.4624727,30.7455146,-18.493081,-49.023335
1645,231.08095976428794,9,46.4696046,30.7385158,46.4650237,30.7414359
1646,273.2425943594363,8,46.481606,30.7322459,33.0673948,117.3223436
1647,223.48547913483236,13,46.4373638,30.7245638,-18.4943541,-49.0249221
1648,412.2696821969611,5,46.4585416,30.7294143,46.4382248,30.7260287
1649,476.4505436685937,20,46.4585416,30.7294143,46.7703707,-95.8172528
1650,475.40692028019106,5,46.4625391,30.7135482,46.7706094,-95.8166589
1651,188.7244221193489,19,46.3865858,30.7318035,46.3797526,30.7461876
1652,65.22404120743221,22,46.4680134,30.74168,46.4187132,30.7262794
1653,389.9450825029826,6,46.4725074,30.7413197,46.4754809,30.7417755
1654,257.70700017547773,9,46.4002626,30.7324964,41.7325994,8.7378218
1655,329.13989455332677,16,46.481606,30.7322459,42.5001707,-70.8945028
1656,660.5642188970425,12,46.4273876,30.7548023,39.9099056,-86.1877405
1657,226.09634722962937,12,46.4919387,30.7201386,14.2527137,38.4633153
1658,256.1386009362863,6,46.4769264,30.7063141,46.4769619,30.7062201
1659,188.23481062379471,16,46.4458936,30.7583782,39.3897344,30.0394885
1660,640.9822129165344,12,46.4268553,30.7253537,56.5719318,13.147164
1661,300.6123384351445,11,46.4924172,30.7139329,46.4843613,30.7258149
1662,400.3948914741012,5,46.4737877,30.7241671,,
1663,194.2281090360733,12,46.418654,30.7378364,46.4196506,30.7420823
1664,473.64976934658426,16,46.4848261,30.7084509,46.4877358,30.6990221
1665,264.43833634601657,16,46.4720857,30.7471103,46.4704069,30.753321
1666,347.4114381492337,18,46.4702214,30.7532757,46.4704069,30.753321
1667,420.7502280700166,18,46.5617393,30.7813233,46.5322625,30.7326325
1668,511.88992755420327,22,46.4373638,30.7245638,46.4291443,30.7125898
1669,43.561671201268204,17,46.4726652,30.7392481,46.4758447,30.7376465
1670,152.79274088217915,16,46.3992432,30.7240745,41.7310652,8.7321153
1671,275.2211307386752,23,46.4725074,30.7413197,46.4754809,30.7417755
1672,516.2882596204714,16,46.4376101,30.7263407,46.4377253,30.7252218
1673,447.2506947496346,16,46.4460009,30.7063138,46.4386816,30.7498664
1674,296.3559696931238,5,46.4719699,30.7277349,46.4686024,30.7252239
1675,177.30082098288696,9,46.4723893,30.7117486,46.4737835,30.7115155
1676,146.18367841398117,9,46.4064363,30.7214266,46.4023377,30.7061253
1677,485.0234588460039,12,46.4725074,30.7413197,52.8872933,-7.5748715
1678,123.78507560795495,9,46.4725074,30.7413197,46.4789604,30.7297346
1679,511.46053185696286,4,46.4726652,30.7392481,46.1757202,10.3632434
1680,525.5120207826175,10,46.4706574,30.7468872,46.4819988,30.7478938
1681,493.4052313886982,11,46.3901748,30.7330408,41.7325994,8.7378218
1682,369.58216568895625,22,46.4273982,30.7561876,46.4321718,30.7608926
1683,316.91956861872245,7,46.503496,30.6998781,,
1684,242.2349678724086,13,46.4826685,30.7108305,39.9095714,-86.1854462
1685,501.54710071955776,18,46.4798055,30.7315531,46.4709392,30.7177405
1686,304.93635698926295,16,46.5889023,30.7823622,46.5848378,30.7887569
1687,451.32283373433586,19,46.4718364,30.7308988,37.9169006,-122.51197
1688,437.96532928804993,19,46.4629781,30.7273316,-18.4760755,-49.0160662
1689,803.7875835870317,15,46.4718364,30.7308988,37.9169006,-122.51197
1690,247.76942063212832,17,46.4051673,30.7100065,46.4052756,30.7130588
1691,285.49378800827475,16,46.4242154,30.7050349,46.418826,30.7158395
1692,597.5228016281758,21,46.4706574,30.7468872,39.3918036,30.0380519
1693,157.74980783063666,20,46.4785081,30.7346988,46.4753547,30.7420066
1694,460.3569369442293,20,46.4850767,30.7389789,46.4838227,30.7409577
1695,370.61087325415326,6,46.4768917,30.7046847,55.6564449,37.3554843
1696,549.0004240239438,15,46.4423744,30.7057988,46.4361542,30.697845
1697,178.28761036982056,8,46.4183977,30.7333802,46.4548563,30.7453383
1698,211.42653458698533,7,46.439791,30.7563505,46.4386816,30.7498664
1699,333.17461189170234,11,46.4641297,30.7504302,39.9099501,-86.1879347
1700,506.65894420266955,10,46.4744584,30.7553738,13.2571996,10.4763909
1701,314.45228004873377,7,46.4696046,30.7385158,46.4650237,30.7414359
1702,335.0370182334258,7,46.4769264,30.7063141,46.4789604,30.7297346
1703,514.6414275977825,4,46.4870066,30.7329909,46.4856855,30.714351
1704,226.2778998903563,7,46.4684401,30.7396111,46.47553,30.739691
1705,319.316613556829,20,46.4585416,30.7294143,46.4666018,30.7275443
1706,111.39337018659418,21,46.4702214,30.7532757,46.4704069,30.753321
1707,783.9255747220219,2,46.3865858,30.7318035,41.7325994,8.7378218
1708,316.58487479244457,20,46.4002626,30.7324964,46.4244327,30.7243469
1709,297.54336166749886,4,46.4405591,30.7562665,46.4411804,30.7519178
1710,294.1948813300333,17,46.4696046,30.7385158,14.2527137,38.4633153
1711,480.2281151004111,20,46.4809273,30.7426244,46.4754809,30.7417755
1712,309.8698115237402,10,,,46.3990837,30.725668
1713,418.6014677690364,9,46.4796607,30.707564,46.4851874,30.712765
1714,407.42081681399725,19,46.4623869,30.7274843,46.4655219,30.7111984
1715,261.98599576342474,9,46.4732562,30.7311014,,
1716,193.57047047240667,14,46.4388104,30.7121619,47.5714554,-3.1264311
1717,327.16174843939,5,46.4890082,30.7198605,46.4877014,30.6993547
1718,665.1597915891875,16,46.4445668,30.7425211,46.452128,30.7380931
1719,446.8004179751426,12,46.4768679,30.7377955,46.4768679,30.7377955
1720,637.7768061194563,8,46.4685241,30.7382746,-18.493081,-49.023335
1721,346.5690900148868,9,46.4301349,30.7284229,47.5460641,-3.1339507
1722,691.2796041084958,8,46.4319326,30.7251854,46.4348515,30.7211786
1723,386.658992856682,12,46.4718364,30.7308988,46.467909,30.7272721
1724,429.5443112614785,6,46.4712319,30.7390156,46.4663222,30.7461169
1725,209.0988942059393,5,46.4768679,30.7377955,33.0673948,117.3223436
1726,419.83928546329184,5,46.4720857,30.7471103,46.4819988,30.7478938
1727,450.83458791308954,17,46.4585416,30.7294143,46.4591105,30.7297362
1728,284.22063612041717,18,46.4738077,30.7239064,46.4730846,30.7237701
1729,262.11766729141874,8,46.4696046,30.7385158,46.4756433,30.722613
1730,121.12881446355463,9,46.4718364,30.7308988,46.4321718,30.7608926
1731,279.14247924245524,18,46.4293368,30.7128942,46.4227479,30.7247108
1732,234.8888868560437,10,46.3962992,30.7074312,46.4011509,30.7064502
1733,242.19287713334293,6,46.4737877,30.7241671,46.4701543,30.7167355
1734,216.98104773551665,9,46.4404816,30.7565413,46.4307913,30.7494959
1735,434.2769144350059,19,46.4321858,30.7169737,46.4308034,30.715028
1736,293.102044980265,18,46.4831634,30.7245205,46.4805386,30.7286069
1737,292.6573219647168,18,46.4768679,30.7377955,13.2571996,10.4763909
1738,315.86230896855693,15,46.4685241,30.7382746,46.4677793,30.7376958
1739,317.87136406764915,23,46.4702214,30.7532757,,
1740,193.8980818319284,16,46.4242154,30.7050349,46.4244327,30.7243469
1741,410.86584519466373,18,46.4685241,30.7382746,50.8617044,5.1109055
1742,232.02906430633547,6,46.481606,30.7322459,53.3414855,-6.2776984
1743,603.2302060254647,10,46.4732562,30.7311014,46.4754504,30.7314026
1744,156.34761384595194,12,46.4378561,30.7455816,-6.6182307,-44.1095448
1745,395.1267027062356,12,46.4002626,30.7324964,37.0619517,114.2371729
1746,234.49386335244662,18,46.4585416,30.7294143,46.1760283,10.3612079
1747,177.6928894829978,18,46.4732562,30.7311014,52.4709388,16.9183756
1748,455.09025608146555,9,46.4710755,30.741119,46.4751156,30.7475971
1749,417.5815797896242,12,46.3991894,30.723149,,
1750,168.5843724580557,8,46.4768679,30.7377955,46.4756991,30.7376253
1751,135.61408848070207,22,46.4404816,30.7565413,39.392469,30.0367638
1752,346.87464866344885,7,46.418654,30.7378364,42.7629621,-84.4946844
1753,245.5128890710087,9,46.4796607,30.707564,46.4851874,30.712765
1754,654.6874924709621,13,46.4692734,30.7244283,46.4666018,30.7275443
1755,565.2531069403445,19,46.4812971,30.7223816,46.4772067,30.7266522
1756,200.85744850764377,14,46.4685241,30.7382746,46.4677793,30.7376958
1757,186.64753303400408,5,46.477339,30.7316602,50.8617044,5.1109055
1758,250.49248019248108,10,46.4880247,30.7356115,46.4879691,30.7364573
1759,353.69832771485704,6,46.4685241,30.7382746,46.4677793,30.7376958
1760,248.97494096259726,10,46.5773501,30.7968041,46.5784206,30.7975693
1761,323.0408618588222,5,46.4810818,30.7405321,46.47553,30.739691
1762,461.448723825305,19,46.4321718,30.7608926,46.4287416,30.7511322
1763,428.337891594303,21,46.4684401,30.7396111,46.4683432,30.7408402
1764,478.5335411931628,9,46.4535785,30.7288285,46.4348515,30.7211786
1765,350.52366748568863,11,46.4076354,30.7298697,46.4066039,30.7227338
1766,551.203360715868,8,46.3999134,30.7329743,47.5713862,-3.1263004
1767,269.9741243140936,16,46.4718364,30.7308988,46.4783748,30.7223839
1768,237.26836591366774,16,46.4718364,30.7308988,37.9169006,-122.51197
1769,617.7909612078287,7,46.4744584,30.7553738,13.2571996,10.4763909
1770,194.28724729008513,3,46.4870066,30.7329909,46.4840066,30.7400698
1771,170.1815427245513,1,,,46.4011509,30.7064502
1772,254.11095897653232,14,46.4002626,30.7324964,46.4321895,30.7485915
1773,533.3601120473124,18,46.48307,30.7324428,33.0680062,117.3221075
1774,494.9091560700934,16,46.4685241,30.7382746,46.4683432,30.7408402
1775,180.0233070985235,19,46.4581658,30.7292985,46.4382248,30.7260287
1776,450.74081709493424,7,46.4732562,30.7311014,46.4851874,30.712765
1777,457.1940214283839,4,46.4759111,30.7349248,46.4753547,30.7420066
1778,358.94874833292334,17,46.4373638,30.7245638,46.4349565,30.721037
1779,285.4729103156127,13,46.4002626,30.7324964,37.0648753,114.2378783
1780,657.2743602183506,6,46.4706574,30.7468872,46.4751156,30.7475971
1781,435.5180951280323,8,46.4870066,30.7329909,46.4890901,30.7248494
1782,510.75517746534325,16,46.4268553,30.7253537,56.5719318,13.147164
1783,499.6362442088877,18,46.4720857,30.7471103,52.8873373,-7.5747366
1784,525.8159595883108,2,46.4458936,30.7583782,-18.4943541,-49.0249221
1785,307.0529150191636,18,46.4121723,30.7115354,56.5719939,13.1463969
1786,386.1029984626342,8,46.4809273,30.7426244,46.4808702,30.7434079
1787,447.67950778080217,16,46.477339,30.7316602,,
1788,509.98115515330875,18,46.564845,30.7780166,46.5661483,30.7728729
1789,188.41971321213458,5,46.4002626,30.7324964,37.0654874,114.2342895
1790,280.11695160534714,21,46.4702214,30.7532757,46.4321718,30.7608926
1791,527.35596630903,6,46.4268553,30.7253537,46.418826,30.7158395
1792,392.93356762830314,11,46.4268553,30.7253537,-18.477523,-49.0157765
1793,299.1933484781436,6,46.4268553,30.7253537,-18.477523,-49.0157765
1794,618.7741956046615,6,46.4663222,30.7461169,-18.493081,-49.023335
1795,786.8479727395757,19,46.481606,30.7322459,53.3418529,-6.2778148
1796,140.265182139493,20,46.4741164,30.7394724,46.4811924,30.7384494
1797,396.492146390396,16,46.3999134,30.7329743,47.5615415,-3.1311505
1798,109.92407631546034,19,46.47104,30.7273141,46.4789604,30.7297346
1799,385.99036852866226,8,46.4706574,30.7468872,39.3918036,30.0380519
1800,621.0495138577012,21,46.4684401,30.7396111,46.4321895,30.7485915
1801,441.0286930832101,21,46.3979512,30.7150188,46.3992468,30.7204324
1802,314.61015802802365,14,46.4924172,30.7139329,46.4907733,30.6954876
1803,313.42842859751676,10,46.4194696,30.7430245,46.4535697,30.7289471
1804,372.27269542513017,20,46.4158978,30.7216892,46.4184844,30.7161554
1805,475.1275614804917,16,46.4680134,30.74168,46.4321895,30.7485915
1806,632.9994504437446,3,46.4768917,30.7046847,55.6567537,37.3533118
1807,593.1378480446535,10,46.492536,30.7214558,33.0673948,117.3223436
1808,234.12557989962875,14,46.4706574,30.7468872,46.4331084,30.7605544
1809,267.9606776441167,13,46.47104,30.7273141,46.467909,30.7272721
1810,280.5526709858879,12,46.4684401,30.7396111,46.4754809,30.7417755
1811,685.4644392178577,18,,,13.2571996,10.4763909
1812,444.20144823340314,5,46.4061894,30.7104919,46.4047944,30.7131249
1813,158.3659283206784,8,46.4759731,30.7497263,46.4760546,30.7634562
1814,234.85151618722367,9,46.4061894,30.7104919,46.3894065,30.7232806
1815,486.6979628963701,7,46.474279,30.7026694,55.6564449,37.3554843
1816,626.1036886045946,16,46.4697579,30.7367331,41.6437445,-85.275418
1817,292.23035123042786,5,46.4617712,30.7554916,39.9097152,-86.1852825
1818,328.2508977687084,15,46.4811924,30.7384494,42.5002751,-70.8943172
1819,304.11479412401974,9,46.4761446,30.7477624,46.4751156,30.7475971
1820,510.4543360593893,11,46.4696046,30.7385158,13.2571996,10.4763909
1821,565.882334244091,7,46.4268553,30.7253537,-18.477523,-49.0157765
1822,318.1360139657071,7,46.4696046,30.7385158,46.4683432,30.7408402
1823,185.91781837771723,13,46.4468737,30.7067281,47.5714554,-3.1264311
1824,639.0857957497392,10,46.4706574,30.7468872,46.4769675,30.7269576
1825,209.84378308413073,21,46.481606,30.7322459,46.4808702,30.7434079
1826,479.77305831173663,17,46.4301349,30.7284229,46.4244327,30.7243469
1827,200.70288669712954,17,46.477339,30.7316602,46.4826514,30.7323864
1828,82.6707645198504,18,46.481606,30.7322459,46.4808702,30.7434079
1829,494.87264771782503,11,46.5850067,30.8023268,46.5850067,30.8023268
1830,439.7498466112214,21,46.4321858,30.7169737,47.566632,-3.0860809
1831,387.4612787023138,16,46.4684401,30.7396111,46.4694132,30.7414754
1832,223.234292632356,6,46.4796563,30.7078682,46.4527201,30.6993011
1833,134.08347054978574,9,46.4857404,30.7091691,46.482469,30.7210458
1834,128.45548865669673,10,46.4002626,30.7324964,46.3800396,30.7477312
1835,459.28337965082176,9,46.4696046,30.7385158,46.1757282,10.3633129
1836,357.60001713172807,19,46.5006989,30.7226115,46.4977758,30.7163423
1837,322.43714444585936,13,46.4624727,30.7455146,-18.493081,-49.023335
1838,279.7061839146959,18,46.477339,30.7316602,33.0673948,117.3223436
1839,503.6545188186745,21,46.4443507,30.6999315,46.4451954,30.6891338
1840,146.3446745773934,13,46.4415076,30.7060714,46.4509677,30.6344753
1841,843.5842057887429,22,46.4699804,30.7337809,46.4623869,30.7274843
1842,652.3603626632396,23,46.4624727,30.7455146,-18.493081,-49.023335
1843,499.00564112190597,2,46.4415076,30.7060714,46.4348515,30.7211786
1844,418.124919850281,23,46.4002626,30.7324964,46.4066631,30.7232416
1845,498.1730163767119,8,46.3996638,30.7320451,46.3990837,30.725668
1846,607.3763722579406,5,46.4404816,30.7565413,39.9099056,-86.1877405
1847,475.94178745485704,15,46.4377262,30.7459145,46.4386816,30.7498664
1848,338.1626335284754,12,46.4183977,30.7333802,39.9099056,-86.1877405
1849,496.0961882169723,10,46.4712319,30.7390156,46.4727833,30.7392664
1850,186.406826906417,4,46.4263005,30.7175511,46.4302225,30.722883
1851,261.9348358270762,2,46.5773501,30.7968041,23.7441109,89.3543785
1852,214.97443385525432,19,46.4732562,30.7311014,52.8872933,-7.5748715
1853,613.4669190025185,15,46.4726652,30.7392481,33.0673948,117.3223436
1854,404.4726879052364,9,46.4076354,30.7298697,46.4055817,30.7308437
1855,360.0025363059471,5,46.4870251,30.7392322,46.4825536,30.7407544
1856,414.54586261387,5,,,46.4559376,30.7481344
1857,213.62524633052374,20,46.4718364,30.7308988,50.8617044,5.1109055
1858,528.8170423095785,15,46.4694581,30.7408978,46.1749564,10.3647094
1859,457.87669552946136,10,46.4738077,30.7239064,46.1760283,10.3612079
1860,318.4606071559884,22,,,43.3021935,-0.3598079
1861,674.8824410089665,14,46.4718364,30.7308988,50.8617044,5.1109055
1862,140.8969605569546,6,46.4718364,30.7308988,46.4657363,30.718724
1863,743.897628076627,21,46.4378561,30.7455816,-18.4943541,-49.0249221
1864,495.09386903594975,10,46.4850767,30.7389789,46.4838227,30.7409577
1865,304.8686354320082,8,46.47104,30.7273141,62.2856248,-7.0776978
1866,470.2324848209102,23,46.4268553,30.7253537,-18.477523,-49.0157765
1867,245.83280545961458,12,46.4321718,30.7608926,39.9099056,-86.1877405
1868,556.8317515682573,6,46.4886898,30.7332043,55.6567537,37.3533118
1869,469.72894553648473,8,46.4684401,30.7396111,46.4386816,30.7498664
1870,390.47836639217553,20,46.4183977,30.7333802,46.4466201,30.749009
1871,461.3108597710337,12,46.4273982,30.7561876,39.9099023,-86.1877243
1872,140.28843421017402,12,46.4732562,30.7311014,46.4754504,30.7314026
1873,219.45383030049305,5,46.4870066,30.7329909,46.4860611,30.7391164
1874,191.56994478086506,12,46.4692734,30.7244283,62.2856248,-7.0776978
1875,693.7122176894486,20,46.4695684,30.7391171,46.4683432,30.7408402
1876,414.73824227978866,5,46.4924172,30.7139329,46.493844,30.7023653
